retailer_id,business_name,owner_name,owner_gender,owner_age,phone_number,email,shop_type,state,urbanization_level,latitude,longitude,years_in_business,months_in_business,num_employees,has_business_registration,mobile_money_pattern,monthly_mobile_money_txns,credit_segment,credit_limit,is_defaulter,onboarding_date,account_status
RTL_000521,Sarah's Ventures,Sarah Adeyemi,Female,24,09058629127,sarah.adeyemi@outlook.com,Provision Store,Ogun,Urban,6.900416,3.727651,4,48,2,True,Light User,4,Excellent,610774,False,2024-11-10,Active
RTL_000522,Gloria's Ventures,Gloria Nnamani,Female,48,08038811729,gloria.nnamani@outlook.com,Provision Store,Others,Urban,8.898005,8.48941,21,259,1,False,Light User,7,Good,275595,False,2025-04-15,Active
RTL_000523,Elizabeth's Store,Elizabeth Olawale,Female,62,09076865086,elizabeth.olawale@gmail.com,Provision Store,Oyo,Urban,7.825359,3.793514,9,108,1,False,Non-User,1,Excellent,520118,False,2025-01-27,Active
RTL_000524,Stephen's Provisions,Stephen Okonkwo,Female,28,08156599162,stephen.okonkwo@yahoo.com,Market Stall,Kaduna,Peri-Urban,10.836954,7.830265,8,105,1,False,Regular User,16,Excellent,732611,False,2025-02-25,Active
RTL_000525,Joseph's Provisions,Joseph Ogunleye,Female,51,08153149864,joseph.ogunleye@gmail.com,Provision Store,Lagos,Urban,6.9195,3.861852,3,46,1,False,Regular User,18,Good,347780,False,2024-09-09,Active
RTL_000526,James's Store,James Adeyemi,Female,50,08110981806,james.adeyemi@outlook.com,Mini Mart,Lagos,Peri-Urban,6.244123,3.317872,3,41,3,True,Regular User,14,Fair,257211,False,2024-10-09,Active
RTL_000527,Charity's Shop,Charity Eze,Female,63,08115651269,charity.eze@yahoo.com,Mini Mart,Lagos,Peri-Urban,6.932838,2.98368,11,132,5,False,Regular User,13,Excellent,577132,False,2025-07-01,Active
RTL_000528,Esther's Mart,Esther Oyekan,Male,23,09058695946,esther.oyekan@gmail.com,Mini Mart,Kano,Peri-Urban,11.723438,8.769074,3,41,3,False,Regular User,12,Fair,301967,False,2025-02-05,Active
RTL_000529,Michael's Provisions,Michael Okonkwo,Male,39,08038725887,michael.okonkwo@yahoo.com,Kiosk,Lagos,Urban,6.800957,3.700849,19,237,1,False,Light User,5,Good,332001,False,2024-07-24,Active
RTL_000530,Andrew's Mart,Andrew Eze,Male,58,08055621372,andrew.eze@gmail.com,Provision Store,Others,Urban,8.622978,8.880363,15,182,2,False,Regular User,12,Moderate Risk,106344,False,2025-05-07,Active
RTL_000531,Daniel's Shop,Daniel Uche,Male,44,08036589026,daniel.uche@outlook.com,Provision Store,Kano,Urban,11.736684,8.572648,4,51,2,True,Non-User,1,High Risk,89050,False,2024-10-13,Active
RTL_000532,Cornelius's Store,Cornelius Chukwu,Female,43,08151279611,cornelius.chukwu@yahoo.com,Mini Mart,Kano,Urban,12.234923,8.777876,2,35,3,True,Regular User,16,Excellent,465018,False,2025-06-16,Active
RTL_000533,Benjamin's Shop,Benjamin Ojo,Male,43,08161906698,benjamin.ojo@yahoo.com,Kiosk,Kano,Peri-Urban,11.917974,8.942377,13,159,1,False,Regular User,12,Fair,282915,False,2025-04-20,Active
RTL_000534,David's Ventures,David Chukwu,Female,28,08032770384,david.chukwu@gmail.com,Mini Mart,Ogun,Rural,6.797051,2.894416,8,98,3,True,Regular User,11,Excellent,724601,False,2025-06-17,Active
RTL_000535,Angela's Store,Angela Akinwale,Female,39,08159883920,angela.akinwale@yahoo.com,Provision Store,Lagos,Peri-Urban,6.337161,3.706007,19,232,2,False,Heavy User,32,Fair,308330,True,2024-11-27,Active
RTL_000536,Gloria's Shop,Gloria Obasanjo,Female,25,08070214656,gloria.obasanjo@yahoo.com,Kiosk,Rivers,Peri-Urban,4.790897,7.340403,5,65,1,False,Regular User,12,Fair,207609,False,2025-02-19,Active
RTL_000537,Paul's Ventures,Paul Uche,Female,25,08138011848,paul.uche@outlook.com,Provision Store,Lagos,Peri-Urban,6.390319,3.120802,5,70,3,False,Heavy User,29,Good,492721,False,2025-04-24,Active
RTL_000538,John's Mart,John Oyekan,Male,52,08164393769,john.oyekan@gmail.com,Kiosk,Lagos,Urban,6.505342,3.255512,19,230,2,True,Regular User,19,Good,260599,False,2024-08-26,Active
RTL_000539,Benjamin's Mart,Benjamin Obasanjo,Male,64,08106818184,benjamin.obasanjo@yahoo.com,Kiosk,Lagos,Urban,6.080801,3.747497,19,232,1,False,Regular User,10,Fair,276204,False,2025-03-03,Active
RTL_000540,Joshua's Store,Joshua Olawale,Female,34,08158489476,joshua.olawale@outlook.com,Mini Mart,Kaduna,Urban,10.241234,7.267237,14,178,3,True,Non-User,0,Excellent,635020,False,2024-12-13,Active
RTL_000541,David's Provisions,David Ibrahim,Female,58,08153577907,david.ibrahim@gmail.com,Mini Mart,Lagos,Urban,6.182061,3.05321,12,144,3,True,Regular User,14,Fair,164633,False,2024-08-20,Active
RTL_000542,Elizabeth's Mart,Elizabeth Oshodi,Female,43,08066335658,elizabeth.oshodi@outlook.com,Kiosk,Delta,Urban,5.731617,5.767543,6,75,1,True,Light User,7,Moderate Risk,101455,False,2024-10-22,Active
RTL_000543,Elizabeth's Store,Elizabeth Nnamani,Male,23,08114341651,elizabeth.nnamani@outlook.com,Provision Store,Lagos,Urban,6.029714,3.20727,3,41,2,True,Regular User,12,Good,275378,False,2025-01-04,Active
RTL_000544,Emmanuel's Shop,Emmanuel Nnamani,Male,28,07065539423,emmanuel.nnamani@yahoo.com,Kiosk,Lagos,Urban,7.020489,2.982578,8,100,1,True,Light User,9,Fair,341083,False,2024-12-04,Active
RTL_000545,Joy's Shop,Joy Okafor,Female,31,08133433339,joy.okafor@yahoo.com,Kiosk,Oyo,Peri-Urban,7.692475,3.537962,9,111,1,False,Regular User,18,Excellent,543084,False,2024-07-15,Active
RTL_000546,Ruth's Shop,Ruth Ogunleye,Female,63,08151117908,ruth.ogunleye@gmail.com,Market Stall,FCT,Rural,9.373348,7.026168,13,167,1,False,Regular User,17,Excellent,528068,False,2025-05-27,Active
RTL_000547,Peter's Provisions,Peter Nnamani,Female,43,08169579472,peter.nnamani@outlook.com,Kiosk,Oyo,Urban,8.17853,4.218275,15,184,1,True,Heavy User,38,Fair,157887,False,2025-03-10,Active
RTL_000548,Joshua's Mart,Joshua Ekwueme,Female,48,07033920867,joshua.ekwueme@outlook.com,Market Stall,Lagos,Peri-Urban,6.420145,3.177872,12,154,1,True,Regular User,18,Good,278013,False,2025-03-31,Active
RTL_000549,Joshua's Store,Joshua Eze,Male,63,08035627187,joshua.eze@yahoo.com,Provision Store,Rivers,Rural,4.426595,6.726921,18,219,3,False,Regular User,18,Excellent,591082,False,2024-09-02,Active
RTL_000550,Blessing's Store,Blessing Adeyemi,Female,35,08033691559,blessing.adeyemi@yahoo.com,Provision Store,Others,Peri-Urban,9.393163,8.208125,15,190,3,False,Light User,8,Good,269346,False,2024-11-10,Active
RTL_000551,Philip's Shop,Philip Adeyemi,Female,25,08034347955,philip.adeyemi@gmail.com,Provision Store,Others,Rural,8.94377,8.185646,2,35,2,False,Regular User,15,Moderate Risk,137616,False,2024-11-24,Active
RTL_000552,Peter's Provisions,Peter Ogunleye,Male,29,07033655647,peter.ogunleye@gmail.com,Provision Store,Oyo,Urban,7.52076,3.656837,9,109,1,True,Heavy User,36,Good,271213,False,2025-04-02,Active
RTL_000553,Gloria's Ventures,Gloria Adetokunbo,Female,30,08109314386,gloria.adetokunbo@yahoo.com,Mini Mart,Rivers,Rural,5.082305,7.519357,10,130,3,False,Regular User,14,Fair,204708,False,2025-01-14,Active
RTL_000554,Mark's Shop,Mark Adeyemi,Female,22,08102702672,mark.adeyemi@outlook.com,Kiosk,Anambra,Rural,6.144831,6.626073,2,26,2,False,Light User,4,Fair,343843,False,2024-10-24,Active
RTL_000555,Simon's Ventures,Simon Nnamani,Male,57,08035744890,simon.nnamani@yahoo.com,Provision Store,Kano,Peri-Urban,12.132598,8.999873,8,98,2,True,Light User,7,Excellent,643722,False,2025-06-25,Active
RTL_000556,Grace's Store,Grace Balogun,Female,48,08112034717,grace.balogun@outlook.com,Kiosk,Lagos,Urban,6.752106,3.548457,21,260,1,True,Regular User,10,Excellent,437805,False,2025-02-11,Active
RTL_000557,Patience's Mart,Patience Ojo,Male,36,08145588450,patience.ojo@yahoo.com,Market Stall,Kaduna,Urban,10.705321,7.358047,3,43,2,True,Non-User,0,Moderate Risk,186885,False,2024-10-06,Active
RTL_000558,Esther's Store,Esther Adetokunbo,Female,33,08169399824,esther.adetokunbo@yahoo.com,Kiosk,Rivers,Urban,4.330865,6.769929,13,163,1,True,Regular User,19,High Risk,22036,False,2024-09-03,Active
RTL_000559,Joshua's Mart,Joshua Oshodi,Female,62,08078771694,joshua.oshodi@yahoo.com,Mini Mart,Kano,Urban,11.537782,8.228735,14,177,2,False,Heavy User,27,Good,398212,False,2025-01-29,Active
RTL_000560,Patience's Shop,Patience Ibrahim,Female,37,09052569961,patience.ibrahim@gmail.com,Provision Store,Lagos,Urban,6.893522,3.433329,10,125,1,False,Heavy User,36,Excellent,580786,False,2025-01-06,Active
RTL_000561,Michael's Shop,Michael Ojo,Female,34,08163554496,michael.ojo@yahoo.com,Kiosk,Lagos,Urban,6.507792,3.142707,14,179,1,True,Regular User,19,Good,390777,False,2025-06-25,Active
RTL_000562,Deborah's Provisions,Deborah Oyekan,Male,63,08155987622,deborah.oyekan@gmail.com,Mini Mart,Oyo,Rural,7.368032,3.987048,15,191,2,False,Regular User,10,Good,407591,False,2024-12-18,Active
RTL_000563,Peace's Shop,Peace Uche,Female,36,08113413261,peace.uche@gmail.com,Kiosk,Lagos,Rural,6.826965,3.724909,13,166,1,False,Regular User,19,Excellent,734398,False,2024-12-19,Active
RTL_000564,Joseph's Store,Joseph Olawale,Female,63,09077800681,joseph.olawale@gmail.com,Provision Store,Delta,Peri-Urban,6.062155,5.893281,4,52,1,True,Non-User,0,Fair,184293,False,2024-10-21,Active
RTL_000565,Simon's Mart,Simon Uche,Female,40,08052164334,simon.uche@yahoo.com,Kiosk,Kaduna,Urban,10.355006,6.978043,3,44,1,True,Light User,9,Excellent,572438,False,2024-09-16,Active
RTL_000566,Angela's Shop,Angela Ojo,Male,32,08108200557,angela.ojo@yahoo.com,Mini Mart,Anambra,Urban,6.12379,7.466843,5,60,3,True,Regular User,19,Fair,231588,False,2024-09-24,Active
RTL_000567,Esther's Ventures,Esther Nnamani,Female,44,09074872829,esther.nnamani@outlook.com,Market Stall,Kano,Peri-Urban,11.752067,8.732251,21,256,2,True,Heavy User,27,Moderate Risk,113115,False,2025-06-06,Active
RTL_000568,Peter's Provisions,Peter Nnamani,Female,53,08079688457,peter.nnamani@outlook.com,Mini Mart,Anambra,Peri-Urban,6.706967,7.196029,7,91,3,False,Heavy User,20,Good,277301,False,2025-02-25,Active
RTL_000569,Nathaniel's Shop,Nathaniel Adeyemi,Female,53,08151745642,nathaniel.adeyemi@yahoo.com,Kiosk,Edo,Peri-Urban,6.722107,5.461845,5,63,1,False,Regular User,14,High Risk,70886,False,2025-07-02,Active
RTL_000570,Victoria's Store,Victoria Nnamani,Female,47,08038254780,victoria.nnamani@outlook.com,Provision Store,Kano,Urban,12.086058,8.463463,16,201,3,True,Regular User,14,Fair,275170,False,2024-10-12,Active
RTL_000571,Emmanuel's Provisions,Emmanuel Eze,Female,23,08157406493,emmanuel.eze@gmail.com,Provision Store,Kaduna,Urban,10.074109,7.137579,3,42,1,True,Regular User,10,High Risk,35003,True,2025-02-06,Active
RTL_000572,Peter's Ventures,Peter Eze,Male,43,08163686632,peter.eze@outlook.com,Kiosk,Lagos,Peri-Urban,6.361322,3.464686,23,280,1,False,Heavy User,20,Excellent,452107,False,2025-02-23,Active
RTL_000573,Benjamin's Provisions,Benjamin Nnamani,Female,31,09056341638,benjamin.nnamani@outlook.com,Market Stall,Others,Peri-Urban,9.053173,8.748702,11,137,1,True,Regular User,15,Excellent,603485,False,2025-03-24,Active
RTL_000574,Elizabeth's Mart,Elizabeth Obasanjo,Male,58,08148463122,elizabeth.obasanjo@yahoo.com,Provision Store,Kano,Rural,12.347426,8.617432,16,200,3,False,Light User,6,Fair,331984,False,2024-09-20,Active
RTL_000575,Angela's Store,Angela Eze,Female,29,08077974973,angela.eze@yahoo.com,Mini Mart,Lagos,Urban,6.308504,3.055289,9,115,2,True,Regular User,17,Moderate Risk,173916,False,2024-12-02,Active
RTL_000576,Patience's Store,Patience Nnamani,Female,26,08100802144,patience.nnamani@gmail.com,Mini Mart,Lagos,Peri-Urban,6.055175,3.496663,3,44,2,False,Heavy User,36,Excellent,672667,False,2025-05-10,Active
RTL_000577,David's Provisions,David Obasanjo,Female,47,08110312073,david.obasanjo@yahoo.com,Provision Store,Lagos,Peri-Urban,6.044011,3.550568,11,137,1,True,Regular User,18,Moderate Risk,151422,False,2024-12-02,Active
RTL_000578,Agnes's Provisions,Agnes Nnamani,Female,35,08147570512,agnes.nnamani@gmail.com,Kiosk,Rivers,Peri-Urban,4.654765,6.660863,12,153,2,False,Heavy User,38,Fair,167198,False,2024-09-27,Active
RTL_000579,Mary's Mart,Mary Balogun,Female,41,08156187234,mary.balogun@yahoo.com,Mini Mart,Kaduna,Rural,10.068288,7.057153,16,199,2,False,Heavy User,38,Good,355703,False,2024-10-14,Active
RTL_000580,Daniel's Store,Daniel Okonkwo,Male,28,08063673037,daniel.okonkwo@outlook.com,Kiosk,Anambra,Urban,6.488761,6.600109,8,102,2,True,Regular User,13,Good,253060,False,2025-06-26,Active
RTL_000581,Hope's Store,Hope Ibrahim,Female,32,08033764520,hope.ibrahim@outlook.com,Kiosk,Others,Urban,8.654348,9.053831,12,149,2,True,Heavy User,25,Good,252365,False,2024-10-02,Active
RTL_000582,Comfort's Ventures,Comfort Chukwu,Female,51,08031474350,comfort.chukwu@outlook.com,Market Stall,Oyo,Rural,7.399159,4.0035,2,27,1,False,Regular User,18,Moderate Risk,159599,True,2025-02-04,Active
RTL_000583,Mark's Shop,Mark Ekwueme,Female,49,08063650249,mark.ekwueme@gmail.com,Provision Store,Lagos,Rural,6.465165,3.873759,14,176,2,True,Light User,8,Excellent,502261,False,2025-05-18,Active
RTL_000584,Faith's Provisions,Faith Uche,Female,26,08153009792,faith.uche@yahoo.com,Kiosk,Kano,Peri-Urban,12.139592,8.808354,6,82,1,True,Light User,9,Fair,283726,False,2025-02-12,Active
RTL_000585,Philip's Store,Philip Chukwu,Male,46,08132719500,philip.chukwu@yahoo.com,Kiosk,Delta,Peri-Urban,5.536511,5.415273,15,183,1,True,Light User,9,Fair,306215,False,2025-06-01,Active
RTL_000586,David's Shop,David Ekwueme,Female,25,08118127358,david.ekwueme@outlook.com,Kiosk,Lagos,Rural,6.551626,3.204258,5,61,1,False,Regular User,17,Excellent,443147,False,2025-05-23,Active
RTL_000587,Esther's Mart,Esther Olawale,Female,53,08157306524,esther.olawale@gmail.com,Kiosk,Lagos,Rural,6.043923,3.70989,12,144,1,True,Light User,5,Excellent,565912,False,2024-10-04,Active
RTL_000588,Joy's Provisions,Joy Olawale,Female,60,08117848739,joy.olawale@gmail.com,Provision Store,Oyo,Rural,7.7069,3.538289,2,29,2,False,Regular User,17,Good,363415,False,2024-12-26,Active
RTL_000589,Cornelius's Ventures,Cornelius Obi,Male,43,08165749821,cornelius.obi@outlook.com,Kiosk,Others,Urban,8.896385,8.985425,5,71,1,True,Regular User,16,Fair,210695,False,2024-07-14,Active
RTL_000590,Patience's Shop,Patience Ibrahim,Female,52,07064485708,patience.ibrahim@yahoo.com,Kiosk,Oyo,Rural,7.959195,4.283173,9,118,1,False,Regular User,14,Good,445720,False,2024-10-29,Active
RTL_000591,Daniel's Shop,Daniel Abiola,Female,57,09070959351,daniel.abiola@outlook.com,Kiosk,Kaduna,Peri-Urban,10.404478,7.181813,22,270,1,True,Light User,4,Excellent,559487,False,2025-06-21,Active
RTL_000592,Benjamin's Ventures,Benjamin Oshodi,Male,44,09056387829,benjamin.oshodi@yahoo.com,Kiosk,Ogun,Peri-Urban,6.660382,3.050717,16,203,2,False,Regular User,13,Fair,245711,False,2025-04-15,Active
RTL_000593,Patience's Mart,Patience Akinwale,Male,54,07035118102,patience.akinwale@gmail.com,Kiosk,Rivers,Peri-Urban,4.71791,6.711398,6,79,1,True,Heavy User,32,Excellent,510573,False,2024-12-28,Active
RTL_000594,Blessing's Store,Blessing Akinwale,Female,48,08131731096,blessing.akinwale@outlook.com,Kiosk,Kaduna,Peri-Urban,10.123358,7.450021,2,27,2,False,Heavy User,26,Good,357697,False,2025-06-07,Active
RTL_000595,Faith's Provisions,Faith Olawale,Female,22,08039940539,faith.olawale@outlook.com,Provision Store,Rivers,Urban,4.892722,7.252218,2,28,3,True,Regular User,12,Excellent,446105,False,2024-07-18,Active
RTL_000596,Cornelius's Store,Cornelius Adetokunbo,Male,39,08033717058,cornelius.adetokunbo@outlook.com,Kiosk,Lagos,Urban,6.864165,3.87637,6,78,1,True,Non-User,0,Good,445543,False,2024-12-23,Active
RTL_000597,Agnes's Provisions,Agnes Ojo,Female,38,09055094801,agnes.ojo@yahoo.com,Market Stall,Ogun,Urban,7.338567,3.21164,5,70,1,True,Light User,6,Fair,324230,False,2024-12-08,Active
RTL_000598,Juliet's Store,Juliet Olawale,Female,34,08138113863,juliet.olawale@gmail.com,Kiosk,Kano,Urban,12.25714,8.421354,14,172,2,True,Regular User,11,Fair,253700,False,2024-08-27,Active
RTL_000599,Mary's Ventures,Mary Olawale,Female,27,08073928861,mary.olawale@outlook.com,Mini Mart,Kano,Rural,12.316501,8.611668,3,42,4,True,Regular User,10,Good,494076,False,2025-04-29,Active
RTL_000600,Blessing's Ventures,Blessing Ibrahim,Female,45,08167612286,blessing.ibrahim@outlook.com,Provision Store,Kaduna,Rural,10.249405,6.958322,12,146,2,False,Regular User,10,Good,452668,False,2025-01-24,Active
RTL_000601,James's Mart,James Akinwale,Female,44,08072897558,james.akinwale@yahoo.com,Mini Mart,Oyo,Peri-Urban,8.300592,3.674616,14,171,2,False,Light User,9,Good,357761,False,2024-09-02,Active
RTL_000602,James's Mart,James Ojo,Female,52,07036593983,james.ojo@yahoo.com,Provision Store,Lagos,Rural,6.535868,3.61312,9,112,2,False,Regular User,11,Good,336569,False,2024-09-30,Active
RTL_000603,Daniel's Ventures,Daniel Ibrahim,Female,39,09074577600,daniel.ibrahim@yahoo.com,Market Stall,Edo,Peri-Urban,6.49449,5.505494,14,170,1,True,Regular User,19,Good,274016,False,2025-03-18,Active
RTL_000604,Cornelius's Ventures,Cornelius Obi,Female,58,08038240433,cornelius.obi@yahoo.com,Provision Store,Kano,Urban,12.272843,8.713825,15,182,3,True,Heavy User,28,Excellent,606238,False,2025-03-07,Active
RTL_000605,Mary's Store,Mary Okafor,Female,25,08154888992,mary.okafor@gmail.com,Mini Mart,Others,Urban,8.89283,9.159541,4,51,4,True,Heavy User,31,Excellent,626621,False,2025-01-08,Active
RTL_000606,Agnes's Store,Agnes Uche,Male,24,07065224593,agnes.uche@gmail.com,Kiosk,Kano,Peri-Urban,11.978538,9.024846,4,50,1,True,Regular User,10,Fair,341359,False,2024-07-13,Active
RTL_000607,Mark's Mart,Mark Abiola,Female,25,08154196931,mark.abiola@outlook.com,Provision Store,Kano,Urban,12.292086,8.726535,1,19,3,True,Regular User,15,Good,261519,False,2024-11-26,Active
RTL_000608,James's Mart,James Uche,Female,32,08157279194,james.uche@gmail.com,Kiosk,Edo,Peri-Urban,6.569487,5.470874,12,155,1,False,Regular User,15,Fair,275332,False,2025-02-07,Active
RTL_000609,Gloria's Ventures,Gloria Obi,Female,50,07031055661,gloria.obi@gmail.com,Market Stall,Rivers,Rural,4.71744,7.266775,15,182,1,False,Non-User,1,Good,278133,False,2024-11-30,Active
RTL_000610,Gabriel's Ventures,Gabriel Oyekan,Female,35,09070604805,gabriel.oyekan@outlook.com,Superette,Lagos,Peri-Urban,6.810722,3.445764,15,189,3,False,Heavy User,33,Fair,281639,False,2025-03-20,Active
RTL_000611,Juliet's Ventures,Juliet Adeyemi,Female,31,08105832067,juliet.adeyemi@outlook.com,Mini Mart,Others,Rural,9.095381,9.000621,9,111,3,False,Regular User,13,High Risk,75692,False,2025-01-10,Active
RTL_000612,Michael's Ventures,Michael Adeyemi,Female,54,08031364622,michael.adeyemi@yahoo.com,Kiosk,Kaduna,Peri-Urban,10.028334,7.457662,4,48,1,False,Regular User,14,Good,494413,False,2025-03-29,Active
RTL_000613,Andrew's Store,Andrew Obasanjo,Male,63,07069086416,andrew.obasanjo@outlook.com,Provision Store,Kano,Urban,11.8498,8.804772,20,247,1,False,Regular User,13,Fair,172161,False,2025-04-03,Active
RTL_000614,Faith's Provisions,Faith Okonkwo,Female,61,08152278376,faith.okonkwo@outlook.com,Kiosk,Lagos,Rural,6.779468,3.087225,15,180,1,False,Regular User,14,Moderate Risk,53188,False,2025-04-24,Active
RTL_000615,Peace's Ventures,Peace Uche,Male,57,08138983314,peace.uche@yahoo.com,Superette,Rivers,Rural,5.077343,6.608097,1,20,3,False,Heavy User,27,Excellent,735742,False,2025-05-09,Active
RTL_000616,Charity's Mart,Charity Okafor,Male,40,08079116655,charity.okafor@gmail.com,Provision Store,Anambra,Urban,6.575246,7.246368,6,76,1,True,Regular User,11,Excellent,566797,False,2025-05-11,Active
RTL_000617,Cornelius's Mart,Cornelius Ekwueme,Male,64,08169042597,cornelius.ekwueme@outlook.com,Kiosk,Lagos,Urban,6.898034,2.954754,19,238,2,True,Heavy User,28,Fair,197606,False,2025-01-17,Active
RTL_000618,Samuel's Shop,Samuel Obi,Male,58,07060335211,samuel.obi@outlook.com,Market Stall,Delta,Urban,5.64244,5.957144,23,284,1,True,Heavy User,36,Good,286355,False,2025-04-06,Active
RTL_000619,Sarah's Store,Sarah Oshodi,Female,42,08139240514,sarah.oshodi@yahoo.com,Kiosk,Anambra,Urban,6.033028,6.572195,4,52,1,True,Light User,6,Good,385024,False,2025-05-15,Active
RTL_000620,Andrew's Provisions,Andrew Ogunleye,Female,28,08035383388,andrew.ogunleye@yahoo.com,Market Stall,Oyo,Urban,7.877624,3.947461,2,24,2,True,Non-User,0,Excellent,500153,False,2024-09-30,Active
RTL_000621,Mary's Ventures,Mary Ogunleye,Female,27,07069206980,mary.ogunleye@yahoo.com,Mini Mart,Kaduna,Urban,10.307993,7.212848,2,30,5,True,Regular User,19,Fair,197857,False,2025-01-03,Active
RTL_000622,Victoria's Shop,Victoria Eze,Male,52,08034394070,victoria.eze@gmail.com,Provision Store,Lagos,Urban,6.379395,2.951747,21,262,2,True,Regular User,14,Excellent,601664,False,2025-02-21,Active
RTL_000623,Gloria's Provisions,Gloria Akinwale,Male,29,08074510463,gloria.akinwale@yahoo.com,Provision Store,Edo,Rural,6.34717,5.463842,9,108,1,False,Light User,9,Good,261826,False,2025-04-29,Active
RTL_000624,Mary's Ventures,Mary Okafor,Female,38,08111579812,mary.okafor@gmail.com,Provision Store,Lagos,Peri-Urban,6.82872,3.77845,14,174,2,False,Regular User,13,Excellent,667223,False,2024-11-06,Active
RTL_000625,Daniel's Ventures,Daniel Balogun,Male,58,07068003845,daniel.balogun@yahoo.com,Kiosk,Kano,Peri-Urban,11.929892,9.04802,18,221,1,False,Regular User,15,Excellent,408078,False,2025-06-26,Active
RTL_000626,Benjamin's Provisions,Benjamin Eze,Female,32,08112055543,benjamin.eze@outlook.com,Mini Mart,Lagos,Rural,6.166333,3.183923,12,153,3,True,Heavy User,39,Excellent,712809,False,2024-10-07,Active
RTL_000627,Samuel's Mart,Samuel Uche,Male,55,08150460843,samuel.uche@gmail.com,Superette,Lagos,Peri-Urban,6.915224,2.973662,23,285,5,False,Light User,3,Good,467674,False,2024-08-08,Active
RTL_000628,Faith's Mart,Faith Ojo,Female,26,09076216893,faith.ojo@yahoo.com,Kiosk,Lagos,Urban,6.314695,3.665744,6,78,1,True,Non-User,0,Fair,251440,False,2025-02-07,Active
RTL_000629,Gabriel's Shop,Gabriel Ogunleye,Female,41,08052649578,gabriel.ogunleye@gmail.com,Market Stall,Oyo,Urban,7.857144,4.216293,8,96,1,True,Regular User,19,Excellent,406553,False,2024-07-12,Active
RTL_000630,Philip's Shop,Philip Obi,Female,39,08072983248,philip.obi@gmail.com,Kiosk,Lagos,Urban,6.075734,3.25935,15,180,1,True,Non-User,1,Good,269589,False,2024-08-14,Active
RTL_000631,Gloria's Provisions,Gloria Ekwueme,Male,31,09072925188,gloria.ekwueme@outlook.com,Mini Mart,Ogun,Urban,6.814768,3.202622,2,31,2,False,Light User,9,Excellent,444397,False,2024-09-20,Active
RTL_000632,Cornelius's Store,Cornelius Oshodi,Female,62,08105205664,cornelius.oshodi@yahoo.com,Kiosk,Kano,Urban,12.274698,8.262945,5,61,1,True,Heavy User,27,Good,275968,False,2025-05-19,Active
RTL_000633,Michael's Mart,Michael Adetokunbo,Female,60,08103122099,michael.adetokunbo@yahoo.com,Mini Mart,Others,Rural,9.269899,9.11405,21,254,3,False,Regular User,12,Excellent,480781,False,2025-01-08,Active
RTL_000634,Benjamin's Ventures,Benjamin Abiola,Female,24,08059393305,benjamin.abiola@gmail.com,Kiosk,Lagos,Peri-Urban,6.130125,3.544008,4,50,2,False,Light User,5,Moderate Risk,99431,True,2024-07-24,Active
RTL_000635,Samuel's Provisions,Samuel Adeyemi,Female,58,08108975267,samuel.adeyemi@yahoo.com,Provision Store,Kano,Peri-Urban,12.284596,8.622751,23,276,1,True,Heavy User,34,Good,254841,False,2024-10-24,Active
RTL_000636,Hope's Shop,Hope Oyekan,Female,63,08103306046,hope.oyekan@gmail.com,Kiosk,Kano,Rural,11.861362,8.692253,13,167,1,False,Light User,5,Moderate Risk,87317,False,2025-04-11,Active
RTL_000637,Simon's Shop,Simon Akinwale,Female,44,08153127975,simon.akinwale@yahoo.com,Kiosk,Oyo,Rural,7.418751,3.937394,13,156,1,False,Heavy User,22,Good,340073,False,2024-11-21,Active
RTL_000638,Joseph's Shop,Joseph Ojo,Male,24,07036096569,joseph.ojo@outlook.com,Provision Store,Others,Urban,8.975353,9.021851,4,55,2,True,Regular User,10,Excellent,567284,False,2025-03-09,Active
RTL_000639,Mark's Ventures,Mark Nnamani,Female,39,08058808177,mark.nnamani@gmail.com,Provision Store,Lagos,Urban,6.475304,3.231633,19,236,2,True,Heavy User,37,Fair,195924,False,2025-06-27,Active
RTL_000640,Patience's Shop,Patience Adeyemi,Female,26,08038608680,patience.adeyemi@gmail.com,Mini Mart,Kaduna,Peri-Urban,10.472828,7.630587,6,79,2,True,Heavy User,31,Excellent,613739,False,2024-11-16,Active
RTL_000641,Samuel's Mart,Samuel Obasanjo,Male,52,07066447264,samuel.obasanjo@outlook.com,Kiosk,Lagos,Urban,6.662222,2.888545,21,261,1,True,Regular User,18,Fair,321206,False,2024-08-05,Active
RTL_000642,Patience's Store,Patience Akinwale,Female,37,08118277181,patience.akinwale@gmail.com,Superette,FCT,Urban,8.84599,7.141315,9,116,5,True,Light User,9,Excellent,418830,False,2024-08-15,Active
RTL_000643,David's Ventures,David Adetokunbo,Female,40,09078266570,david.adetokunbo@gmail.com,Kiosk,FCT,Urban,9.053338,7.721236,7,85,1,False,Regular User,13,Good,292192,False,2024-08-23,Active
RTL_000644,Comfort's Provisions,Comfort Balogun,Female,41,08053714521,comfort.balogun@gmail.com,Kiosk,Kaduna,Peri-Urban,10.043552,6.917631,13,157,1,False,Light User,6,Good,385168,False,2024-10-27,Active
RTL_000645,James's Store,James Chukwu,Female,56,08117518689,james.chukwu@gmail.com,Provision Store,FCT,Rural,9.042894,7.203953,23,282,2,False,Regular User,13,Excellent,422007,False,2025-02-11,Active
